transaction_ref,merchant_id_raw,customer_id_raw,amount_raw,status_raw,payment_method_raw,channel_raw,created_at_raw,source_system
TX-00004647,35,715,1485.69,error,Transfer,Web,2026-07-09 07:04:00,mobile_app
TX-00004648,235,1735,2929.9,success,Transfer,Mobile,2026-10-08 00:31:00,pos_gateway
TX-00004649,425,1768,1328.28,success,Card,Web,2026-01-27 19:33:00,pos_gateway
TX-00004650,400,1519,2657.95,SUCCESS,Card,Mobile,2026-09-03 12:30:00,partner_feed
TX-00004651,477,416,2632.51,error,Transfer,Mobile,2026-07-01 00:33:00,mobile_app
TX-00004652,49,1143,4077.78,error,Card,Mobile,2026-02-20 19:02:00,mobile_app
TX-00004653,342,865,3049.65,error,Card,Web,2026-02-20 22:44:00,partner_feed
TX-00004654,443,730,4071.24,success,USSD,POS,2026-09-25 00:57:00,partner_feed
TX-00004655,249,875,4237.46,FAILED,USSD,POS,2026-10-23 17:56:00,partner_feed
TX-00004656,204,1782,8755.74,SUCCESS,USSD,Mobile,2026-06-24 07:05:00,pos_gateway
TX-00004657,475,484,2546.19,FAILED,USSD,Mobile,2026-05-29 23:21:00,mobile_app
TX-00004658,45,1493,1862.15,FAILED,USSD,POS,2026-01-09 22:44:00,partner_feed
TX-00004659,206,353,3371.26,error,Card,POS,2026-12-03 12:49:00,partner_feed
TX-00004660,223,910,1995.92,error,USSD,Mobile,2026-06-07 09:06:00,switch_api
TX-00004661,359,1409,6254.02,SUCCESS,Transfer,Mobile,2026-07-27 11:39:00,partner_feed
TX-00004662,487,810,2587.35,failed,Card,POS,2026-02-01 04:12:00,switch_api
TX-00004663,150,1190,2246.69,error,Card,Web,2026-06-18 20:44:00,switch_api
TX-00004664,166,700,2355.11,error,Transfer,Web,2026-02-19 08:42:00,partner_feed
TX-00004665,223,661,4269.32,error,Transfer,Web,2026-02-25 10:45:00,mobile_app
TX-00004666,282,1718,2754.87,SUCCESS,USSD,Web,2026-01-10 01:54:00,switch_api
TX-00004667,16,1893,2162.82,success,USSD,Web,2026-04-26 10:45:00,switch_api
TX-00004668,226,224,6854.6,FAILED,Transfer,Web,2026-10-09 12:22:00,pos_gateway
TX-00004669,36,1953,1942.86,SUCCESS,USSD,Web,2026-07-28 03:12:00,partner_feed
TX-00004670,411,191,3034.44,error,USSD,Web,2026-05-08 18:22:00,switch_api
TX-00004671,59,1724,4130.5,failed,USSD,Web,2026-08-25 00:49:00,switch_api
TX-00004672,447,1335,1318.61,failed,Card,POS,2026-01-21 10:03:00,pos_gateway
TX-00004673,139,1218,3790.03,SUCCESS,USSD,Web,2026-04-06 08:25:00,partner_feed
TX-00004674,328,949,1758.9,success,USSD,POS,2026-05-08 06:41:00,switch_api
TX-00004675,73,1208,4498.01,SUCCESS,Card,POS,2026-10-09 18:48:00,switch_api
TX-00004676,450,308,1842.12,failed,USSD,POS,2026-09-24 04:19:00,switch_api
TX-00004677,260,802,4214.91,success,Transfer,Web,2026-08-23 09:08:00,pos_gateway
TX-00004678,387,1985,5181.85,success,Transfer,Mobile,2026-07-28 02:53:00,mobile_app
TX-00004679,93,332,4585.79,SUCCESS,Card,Web,2026-02-24 08:02:00,pos_gateway
TX-00004680,61,1299,3380.09,error,Card,Web,2026-10-26 20:36:00,pos_gateway
TX-00004681,22,28,2655.4,FAILED,USSD,POS,2026-11-19 17:47:00,switch_api
TX-00004682,70,1664,2234.54,failed,Card,Web,2026-12-09 09:31:00,partner_feed
TX-00004683,133,1438,6219.95,error,Transfer,Web,2026-02-20 13:39:00,pos_gateway
TX-00004684,484,1624,2101.18,failed,Card,Mobile,2026-06-20 23:11:00,mobile_app
TX-00004685,453,1602,1774.84,success,USSD,Web,2026-06-30 03:47:00,mobile_app
TX-00004686,485,1359,4157.56,error,Transfer,Web,2026-05-23 08:51:00,partner_feed
TX-00004687,26,1476,2002.06,FAILED,USSD,Web,2026-04-04 02:26:00,pos_gateway
TX-00004688,331,623,1853.75,failed,Transfer,POS,2026-05-12 18:13:00,mobile_app
TX-00004689,371,135,1448.38,failed,Transfer,Mobile,2026-05-01 06:15:00,partner_feed
TX-00004690,282,1998,2341.5,error,USSD,Web,2026-11-23 08:11:00,mobile_app
TX-00004691,448,1053,2860.19,SUCCESS,USSD,Mobile,2026-12-04 16:25:00,mobile_app
TX-00004692,102,1611,3366.22,failed,USSD,Mobile,2026-07-04 11:24:00,pos_gateway
TX-00004693,482,1899,4796.55,failed,USSD,Mobile,2026-08-29 18:58:00,partner_feed
TX-00004694,82,1751,3879.45,FAILED,Transfer,POS,2026-08-18 08:51:00,partner_feed
TX-00004695,425,614,2709.62,error,Transfer,POS,2026-05-23 14:10:00,pos_gateway
TX-00004696,441,1358,2699.72,FAILED,Transfer,Web,2026-01-11 16:00:00,partner_feed
TX-00004697,474,1041,3847.11,error,Transfer,POS,2026-01-02 15:58:00,pos_gateway
TX-00004698,453,1333,5632.37,FAILED,USSD,Mobile,2026-10-09 11:47:00,pos_gateway
TX-00004699,425,1329,3175.3,failed,Transfer,POS,2026-08-28 03:58:00,partner_feed
TX-00004700,354,691,2357.68,error,Card,Web,2026-08-06 09:12:00,switch_api
TX-00004701,371,1619,1814.5,failed,Transfer,POS,2026-10-05 20:35:00,mobile_app
TX-00004702,17,1221,1447.22,SUCCESS,USSD,Web,2026-09-20 09:50:00,partner_feed
TX-00004703,85,1501,4159.44,success,Card,Web,2026-06-18 17:57:00,pos_gateway
TX-00004704,89,1880,3979.81,error,Card,Mobile,2026-04-13 01:51:00,switch_api
TX-00004705,240,916,3978.59,SUCCESS,USSD,Web,2026-09-11 17:58:00,pos_gateway
TX-00004706,498,1209,2795.23,failed,Transfer,Mobile,2026-11-04 11:40:00,mobile_app
TX-00004707,322,1986,6023.76,success,Card,Mobile,2026-08-31 19:56:00,switch_api
TX-00004708,216,283,2340.08,failed,USSD,Web,2026-01-24 02:18:00,switch_api
TX-00004709,20,1386,4806.07,SUCCESS,USSD,Mobile,2026-05-10 00:20:00,switch_api
TX-00004710,176,48,2923.77,SUCCESS,USSD,POS,2026-04-20 04:32:00,mobile_app
TX-00004711,176,465,2199.15,success,Card,Web,2026-03-18 08:32:00,mobile_app
TX-00004712,351,1407,4008.87,SUCCESS,Card,Web,2026-10-08 23:54:00,mobile_app
TX-00004713,41,1634,3658.53,success,Card,POS,2026-03-10 11:33:00,pos_gateway
TX-00004714,181,1180,3563.46,success,Transfer,POS,2026-08-28 03:23:00,partner_feed
TX-00004715,95,1813,3104.6,FAILED,Transfer,POS,2026-05-11 07:59:00,partner_feed
TX-00004716,346,779,2925.01,SUCCESS,USSD,Web,2026-11-03 00:20:00,switch_api
TX-00004717,27,1073,9839.75,failed,Transfer,POS,2026-09-09 21:55:00,pos_gateway
TX-00004718,367,1387,5389.07,failed,Transfer,Web,2026-07-21 16:59:00,mobile_app
TX-00004719,133,1295,4278.74,FAILED,Card,Mobile,2026-01-30 05:12:00,switch_api
TX-00004720,119,664,3152.34,success,Card,Web,2026-08-01 20:18:00,mobile_app
TX-00004721,425,733,4932.39,failed,USSD,POS,2026-05-06 06:05:00,partner_feed
TX-00004722,17,1892,3862.22,FAILED,Card,Web,2026-09-12 07:54:00,pos_gateway
TX-00004723,433,221,3020.27,FAILED,Transfer,POS,2026-07-17 23:56:00,pos_gateway
TX-00004724,129,790,2561.17,success,Card,POS,2026-06-11 00:32:00,mobile_app
TX-00004725,244,768,2862.76,FAILED,USSD,Mobile,2026-10-30 08:37:00,pos_gateway
TX-00004726,218,528,610.81,success,Card,Web,2026-10-05 02:09:00,switch_api
TX-00004727,132,1077,3311.98,success,USSD,Mobile,2026-07-07 00:44:00,partner_feed
TX-00004728,82,29,2334.99,error,USSD,POS,2026-05-23 19:34:00,partner_feed
TX-00004729,120,172,6609.97,error,Transfer,POS,2026-07-27 21:38:00,switch_api
TX-00004730,433,482,3009.93,error,USSD,Web,2026-10-15 15:59:00,switch_api
TX-00004731,382,1012,1645.04,success,Transfer,Web,2026-06-08 16:18:00,switch_api
TX-00004732,169,1477,2907.53,error,USSD,Mobile,2026-09-17 07:58:00,pos_gateway
TX-00004733,421,257,1766.83,FAILED,Transfer,POS,2026-12-01 02:51:00,switch_api
TX-00004734,89,1951,3777.07,SUCCESS,Transfer,POS,2026-12-12 00:37:00,switch_api
TX-00004735,258,705,3447.74,success,USSD,Web,2026-04-23 08:22:00,pos_gateway
TX-00004736,75,757,4812.25,error,Card,Web,2026-01-21 19:41:00,mobile_app
TX-00004737,24,1760,2007.33,SUCCESS,USSD,POS,2026-05-14 08:29:00,pos_gateway
TX-00004738,127,523,3032.08,SUCCESS,Transfer,Web,2026-02-08 23:33:00,mobile_app
TX-00004739,194,956,1506.42,SUCCESS,USSD,Mobile,2026-06-10 18:26:00,switch_api
TX-00004740,368,679,4233.34,failed,USSD,POS,2026-02-10 02:56:00,mobile_app
TX-00004741,133,398,3863.91,success,USSD,Mobile,2026-08-17 21:45:00,pos_gateway
TX-00004742,154,510,3819.61,FAILED,USSD,Web,2026-08-24 12:40:00,pos_gateway
TX-00004743,408,174,2983.37,success,USSD,Mobile,2026-11-30 06:27:00,pos_gateway
TX-00004744,300,991,3667.94,FAILED,Card,Mobile,2026-08-30 22:14:00,switch_api
TX-00004745,9,836,6648.65,SUCCESS,USSD,Mobile,2026-04-27 18:15:00,switch_api
TX-00004746,345,1918,2584.93,FAILED,USSD,POS,2026-12-12 10:04:00,partner_feed
TX-00004747,401,1966,3194.94,failed,Card,Web,2026-11-25 20:43:00,pos_gateway
TX-00004748,83,1043,1731.84,success,Transfer,POS,2026-11-09 02:37:00,switch_api
TX-00004749,28,1498,1931.15,error,Transfer,POS,2026-09-28 18:01:00,pos_gateway
TX-00004750,51,1216,3130.37,error,Card,Web,2026-02-27 01:32:00,switch_api
TX-00004751,165,907,5176.93,SUCCESS,USSD,Web,2026-10-14 11:34:00,partner_feed
TX-00004752,248,234,2622.44,success,Transfer,POS,2026-10-11 06:23:00,partner_feed
TX-00004753,1,906,2649.28,failed,Transfer,Mobile,2026-06-27 10:18:00,switch_api
TX-00004754,443,403,2432.21,success,Transfer,Web,2026-05-16 20:43:00,mobile_app
TX-00004755,6,1657,2281.58,SUCCESS,Card,POS,2026-01-19 14:40:00,partner_feed
TX-00004756,414,1067,3454.68,SUCCESS,USSD,Web,2026-09-28 07:12:00,switch_api
TX-00004757,110,1526,1410.04,failed,USSD,Web,2026-11-19 23:11:00,switch_api
TX-00004758,305,648,5655.99,error,Transfer,Web,2026-03-03 22:21:00,partner_feed
TX-00004759,122,1329,2137.28,success,Transfer,POS,2026-01-18 04:42:00,pos_gateway
TX-00004760,209,1403,4276.76,FAILED,USSD,Web,2026-04-10 10:45:00,mobile_app
TX-00004761,36,1099,1579.72,SUCCESS,Card,Web,2026-08-16 17:07:00,switch_api
TX-00004762,39,1820,4164.79,SUCCESS,USSD,Mobile,2026-01-17 06:11:00,pos_gateway
TX-00004763,89,147,4171.26,success,Transfer,POS,2026-06-12 12:45:00,pos_gateway
TX-00004764,144,769,3612.3,success,Card,Mobile,2026-03-31 01:03:00,mobile_app
TX-00004765,77,6,1813.09,success,Card,Mobile,2026-02-28 03:19:00,pos_gateway
TX-00004766,408,484,3377.1,SUCCESS,Card,Mobile,2026-05-12 16:15:00,pos_gateway
TX-00004767,375,158,1649.9,FAILED,USSD,POS,2026-09-07 10:51:00,partner_feed
TX-00004768,213,1723,2627.05,success,Card,Mobile,2026-03-22 22:10:00,switch_api
TX-00004769,481,1437,4987.58,FAILED,Card,Mobile,2026-08-25 02:47:00,partner_feed
TX-00004770,7,955,4439.74,error,USSD,Mobile,2026-08-07 12:54:00,mobile_app
TX-00004771,249,878,3003.67,FAILED,Card,POS,2026-08-24 22:27:00,switch_api
TX-00004772,182,266,1830.96,success,Transfer,Mobile,2026-01-09 10:09:00,switch_api
TX-00004773,26,1980,4116.65,FAILED,Card,Web,2026-10-12 04:29:00,switch_api
TX-00004774,124,551,3009.99,error,Transfer,POS,2026-06-07 21:44:00,mobile_app
TX-00004775,93,444,934.34,FAILED,Card,Mobile,2026-02-07 22:30:00,mobile_app
TX-00004776,392,226,4408.61,error,Card,Mobile,2026-01-30 11:09:00,mobile_app
TX-00004777,330,623,2945.06,failed,Transfer,Web,2026-10-18 17:48:00,partner_feed
TX-00004778,242,291,5438.32,error,Transfer,Web,2026-08-09 11:00:00,mobile_app
TX-00004779,422,236,1723.93,error,Card,Web,2026-05-22 19:22:00,partner_feed
TX-00004780,41,484,608.9,FAILED,Transfer,Mobile,2026-07-01 12:06:00,switch_api
TX-00004781,387,1384,3427.35,error,USSD,Web,2026-09-08 12:41:00,pos_gateway
TX-00004782,218,493,3448.8,error,Transfer,Web,2026-11-05 04:27:00,switch_api
TX-00004783,380,823,1280.06,FAILED,Transfer,Mobile,2026-02-18 23:02:00,pos_gateway
TX-00004784,13,763,1827.58,failed,Transfer,POS,2026-12-09 05:27:00,partner_feed
TX-00004785,101,1116,11820.72,error,Transfer,Mobile,2026-02-05 20:13:00,mobile_app
TX-00004786,24,340,2558.55,SUCCESS,Card,Mobile,2026-10-27 16:55:00,mobile_app
TX-00004787,195,1969,4296.17,success,Transfer,Web,2026-08-31 22:13:00,partner_feed
TX-00004788,196,361,2153.11,FAILED,Transfer,POS,2026-11-19 11:46:00,pos_gateway
TX-00004789,152,1949,1048.22,success,Card,Web,2026-01-01 07:24:00,partner_feed
TX-00004790,50,1402,2737.69,failed,Card,Mobile,2026-10-11 16:11:00,switch_api
TX-00004791,96,606,2610.24,error,Card,POS,2026-05-17 09:14:00,partner_feed
TX-00004792,378,864,2440.75,SUCCESS,Transfer,Web,2026-07-13 15:30:00,partner_feed
TX-00004793,431,513,2814.89,FAILED,Transfer,Web,2026-01-10 21:47:00,partner_feed
TX-00004794,262,1849,3402.05,FAILED,Card,POS,2026-08-04 23:04:00,partner_feed
TX-00004795,287,1597,2765.4,SUCCESS,Card,POS,2026-07-20 16:30:00,mobile_app
TX-00004796,113,997,1584.46,error,USSD,POS,2026-07-17 01:48:00,partner_feed
TX-00004797,117,1414,3801.28,success,Transfer,Mobile,2026-09-23 09:32:00,pos_gateway
TX-00004798,488,297,1124.75,error,Card,Mobile,2026-09-29 21:48:00,pos_gateway
TX-00004799,479,119,1069.37,FAILED,Transfer,Mobile,2026-06-25 16:37:00,pos_gateway
TX-00004800,33,90,4313.87,failed,Card,Web,2026-04-13 00:04:00,pos_gateway
TX-00004801,49,168,3841.08,error,Transfer,POS,2026-07-30 19:27:00,pos_gateway
TX-00004802,81,576,2896.63,FAILED,Card,Mobile,2026-07-06 23:34:00,pos_gateway
TX-00004803,45,1099,1483.67,success,Transfer,Mobile,2026-01-08 10:27:00,partner_feed
TX-00004804,28,1737,2092.35,FAILED,Transfer,Mobile,2026-08-26 09:17:00,partner_feed
TX-00004805,314,1494,2613.97,error,USSD,Web,2026-07-11 10:41:00,partner_feed
TX-00004806,146,1192,1342.18,error,Transfer,Mobile,2026-11-22 15:17:00,switch_api
TX-00004807,83,1905,2060.05,SUCCESS,Card,Web,2026-04-25 22:50:00,switch_api
TX-00004808,143,1119,4130.55,FAILED,Transfer,Web,2026-02-10 04:30:00,mobile_app
TX-00004809,378,195,6085.43,error,USSD,Mobile,2026-07-08 03:43:00,switch_api
TX-00004810,457,1983,2417.0,success,Transfer,POS,2026-12-09 10:05:00,partner_feed
TX-00004811,324,1641,4351.36,failed,Transfer,POS,2026-03-18 22:00:00,switch_api
TX-00004812,103,1698,1144.78,success,Card,Mobile,2026-05-29 12:35:00,partner_feed
TX-00004813,427,722,4145.28,FAILED,Card,Mobile,2026-05-14 10:43:00,partner_feed
TX-00004814,215,1223,1994.25,failed,USSD,Web,2026-02-07 15:08:00,pos_gateway
TX-00004815,468,1149,3476.12,error,Card,POS,2026-06-27 16:14:00,pos_gateway
TX-00004816,437,1413,2633.64,error,USSD,Mobile,2026-07-11 08:22:00,switch_api
TX-00004817,272,1942,5768.73,SUCCESS,USSD,POS,2026-05-23 17:01:00,switch_api
TX-00004818,107,1317,1925.19,success,Transfer,POS,2026-10-06 00:31:00,partner_feed
TX-00004819,179,387,4079.8,SUCCESS,Card,Web,2026-06-29 18:28:00,pos_gateway
TX-00004820,354,399,2592.16,FAILED,Card,POS,2026-10-20 04:08:00,switch_api
TX-00004821,315,1764,2754.1,error,Transfer,Web,2026-06-21 04:43:00,switch_api
TX-00004822,435,93,2719.15,failed,USSD,Mobile,2026-10-02 15:17:00,switch_api
TX-00004823,244,1378,1953.08,SUCCESS,USSD,Web,2026-03-30 08:30:00,mobile_app
TX-00004824,265,1591,2960.02,failed,USSD,POS,2026-05-16 06:50:00,mobile_app
TX-00004825,216,1851,2889.03,SUCCESS,USSD,Mobile,2026-09-10 23:38:00,switch_api
TX-00004826,247,1743,3363.11,failed,USSD,POS,2026-02-25 18:13:00,pos_gateway
TX-00004827,467,660,3109.61,failed,Card,Web,2026-02-22 23:23:00,mobile_app
TX-00004828,427,1230,4442.61,SUCCESS,Transfer,Mobile,2026-01-26 09:23:00,switch_api
TX-00004829,379,1727,4730.35,failed,Transfer,Web,2026-08-18 03:20:00,pos_gateway
TX-00004830,479,218,1762.85,SUCCESS,USSD,POS,2026-11-26 08:32:00,partner_feed
TX-00004831,20,249,4602.64,error,Transfer,POS,2026-10-23 07:28:00,mobile_app
TX-00004832,133,201,1647.2,SUCCESS,USSD,Mobile,2026-05-11 08:19:00,mobile_app
TX-00004833,120,193,3999.51,failed,Transfer,POS,2026-04-26 21:41:00,switch_api
TX-00004834,125,18,4063.78,FAILED,USSD,Web,2026-08-08 14:02:00,mobile_app
TX-00004835,491,1274,1146.35,success,USSD,Mobile,2026-10-10 05:32:00,partner_feed
TX-00004836,339,627,3122.81,failed,USSD,Mobile,2026-09-11 07:40:00,partner_feed
TX-00004837,323,569,2358.43,success,USSD,Mobile,2026-02-19 08:59:00,pos_gateway
TX-00004838,56,944,2039.82,FAILED,USSD,POS,2026-09-13 19:34:00,mobile_app
TX-00004839,485,1558,5857.2,success,Transfer,Web,2026-08-25 23:13:00,switch_api
TX-00004840,450,423,2149.87,SUCCESS,USSD,Web,2026-01-25 05:27:00,pos_gateway
TX-00004841,220,928,1991.83,success,Transfer,Mobile,2026-12-07 04:05:00,pos_gateway
TX-00004842,246,1346,3095.94,SUCCESS,USSD,Web,2026-02-14 01:31:00,switch_api
TX-00004843,471,370,4199.81,failed,Card,Mobile,2026-09-15 04:09:00,pos_gateway
TX-00004844,88,1506,2777.14,failed,Card,Mobile,2026-08-24 07:47:00,pos_gateway
TX-00004845,415,126,5341.09,FAILED,USSD,POS,2026-10-23 04:30:00,pos_gateway
TX-00004846,121,889,3887.37,failed,Transfer,POS,2026-09-25 01:35:00,switch_api
TX-00004847,279,205,1003.14,failed,Transfer,Web,2026-11-21 14:34:00,pos_gateway
TX-00004848,390,1991,2287.62,error,Transfer,POS,2026-04-18 23:07:00,switch_api
TX-00004849,355,573,2250.89,SUCCESS,Transfer,POS,2026-02-27 06:52:00,mobile_app
TX-00004850,211,719,3788.33,success,Card,Mobile,2026-06-09 21:56:00,partner_feed
TX-00004851,34,689,802.39,FAILED,Transfer,POS,2026-08-28 08:11:00,mobile_app
TX-00004852,159,1014,10662.68,failed,Card,Mobile,2026-02-07 12:27:00,switch_api
TX-00004853,99,958,3887.47,success,Transfer,Web,2026-11-23 16:19:00,pos_gateway
TX-00004854,430,666,3211.32,success,USSD,Mobile,2026-04-20 06:09:00,switch_api
TX-00004855,466,1689,5381.83,SUCCESS,Transfer,POS,2026-07-05 03:57:00,switch_api
TX-00004856,330,409,9622.19,failed,Transfer,Web,2026-01-10 21:20:00,mobile_app
TX-00004857,384,1184,4607.19,error,Card,POS,2026-03-07 23:41:00,pos_gateway
TX-00004858,246,783,4790.58,FAILED,Transfer,Mobile,2026-03-30 01:25:00,partner_feed
TX-00004859,89,1588,3182.25,SUCCESS,USSD,Web,2026-08-07 10:25:00,pos_gateway
TX-00004860,276,786,2777.31,success,USSD,Web,2026-03-26 08:44:00,switch_api
TX-00004861,34,1281,2349.84,error,Card,Mobile,2026-10-31 22:16:00,switch_api
TX-00004862,319,1625,1972.28,SUCCESS,Transfer,POS,2026-11-01 07:06:00,mobile_app
TX-00004863,324,1759,2114.33,SUCCESS,Transfer,POS,2026-08-27 00:09:00,partner_feed
TX-00004864,345,364,1517.35,error,USSD,POS,2026-06-04 14:33:00,mobile_app
TX-00004865,98,413,2869.99,failed,USSD,Mobile,2026-05-30 07:36:00,pos_gateway
TX-00004866,122,528,1283.91,SUCCESS,Transfer,Web,2026-12-13 17:04:00,switch_api
TX-00004867,491,1511,3279.54,error,Transfer,Web,2026-12-08 21:43:00,mobile_app
TX-00004868,20,1040,2927.3,FAILED,Transfer,Web,2026-09-24 09:17:00,pos_gateway
TX-00004869,128,1490,3208.21,error,Card,Web,2026-04-14 12:03:00,pos_gateway
TX-00004870,169,704,2296.02,success,Transfer,Web,2026-07-21 21:09:00,pos_gateway
TX-00004871,421,1706,13883.14,success,USSD,Web,2026-05-04 19:11:00,pos_gateway
TX-00004872,437,1146,5884.39,error,USSD,Web,2026-10-04 09:16:00,mobile_app
TX-00004873,472,983,1599.95,success,Card,Mobile,2026-11-17 02:01:00,partner_feed
TX-00004874,464,1240,3349.06,FAILED,Transfer,Web,2026-10-21 16:46:00,pos_gateway
TX-00004875,308,197,2199.53,FAILED,Transfer,Web,2026-04-28 11:56:00,switch_api
TX-00004876,235,256,1795.0,error,USSD,POS,2026-04-05 03:48:00,switch_api
TX-00004877,391,1213,1525.33,error,Transfer,Web,2026-01-14 16:51:00,pos_gateway
TX-00004878,261,1945,3700.07,FAILED,Card,Web,2026-07-20 10:09:00,mobile_app
TX-00004879,374,1251,2120.29,FAILED,USSD,Web,2026-09-27 06:28:00,partner_feed
TX-00004880,231,1207,4836.34,error,USSD,Mobile,2026-06-06 10:46:00,mobile_app
TX-00004881,9,837,4899.51,success,Transfer,Mobile,2026-06-16 09:11:00,switch_api
TX-00004882,443,1775,5925.13,FAILED,USSD,POS,2026-11-14 13:14:00,switch_api
TX-00004883,134,1273,1946.54,FAILED,Card,POS,2026-11-05 02:54:00,switch_api
TX-00004884,111,1636,3780.77,error,Transfer,Mobile,2026-10-04 05:46:00,partner_feed
TX-00004885,173,804,4089.7,FAILED,Transfer,Web,2026-02-07 08:47:00,partner_feed
TX-00004886,167,1,2351.74,failed,Card,Mobile,2026-09-23 00:26:00,partner_feed
TX-00004887,11,1406,2026.6,success,Transfer,Web,2026-12-10 14:01:00,mobile_app
TX-00004888,289,1817,6665.9,SUCCESS,Card,Web,2026-04-05 22:33:00,pos_gateway
TX-00004889,313,1818,3340.07,FAILED,USSD,Mobile,2026-05-14 23:05:00,mobile_app
TX-00004890,453,2000,4096.89,failed,Transfer,POS,2026-01-07 18:56:00,mobile_app
TX-00004891,210,837,1976.26,error,Card,Web,2026-10-12 13:11:00,mobile_app
TX-00004892,24,278,1620.29,failed,Card,Mobile,2026-04-24 04:23:00,partner_feed
TX-00004893,242,1703,2242.34,error,USSD,POS,2026-01-27 06:01:00,mobile_app
TX-00004894,229,255,2801.72,failed,Card,POS,2026-10-19 19:56:00,mobile_app
TX-00004895,442,1398,1750.91,SUCCESS,USSD,Web,2026-01-21 06:41:00,partner_feed
TX-00004896,382,354,2966.32,FAILED,Transfer,Mobile,2026-06-05 18:27:00,switch_api
TX-00004897,211,1558,1281.45,SUCCESS,USSD,Mobile,2026-08-18 01:54:00,mobile_app
TX-00004898,126,1554,1702.71,FAILED,USSD,POS,2026-07-28 14:41:00,partner_feed
TX-00004899,166,1049,4169.1,failed,Card,POS,2026-03-13 07:28:00,switch_api
TX-00004900,395,163,4031.51,SUCCESS,Transfer,Mobile,2026-01-08 21:55:00,partner_feed
TX-00004901,171,173,2450.53,error,USSD,POS,2026-08-07 20:20:00,switch_api
TX-00004902,151,1317,1792.05,error,Transfer,POS,2026-10-04 09:02:00,partner_feed
TX-00004903,180,1074,1783.44,FAILED,Transfer,POS,2026-06-17 08:37:00,pos_gateway
TX-00004904,168,850,2473.44,SUCCESS,Card,POS,2026-05-22 00:12:00,partner_feed
TX-00004905,130,623,4114.45,failed,Card,Mobile,2026-03-20 12:13:00,mobile_app
TX-00004906,261,1600,4741.57,error,Transfer,Mobile,2026-05-27 17:10:00,pos_gateway
TX-00004907,54,1101,2325.6,success,USSD,POS,2026-03-26 16:44:00,pos_gateway
TX-00004908,190,901,1674.47,FAILED,Card,Web,2026-03-22 22:55:00,switch_api
TX-00004909,452,451,3408.14,success,Transfer,Web,2026-06-13 06:59:00,mobile_app
TX-00004910,183,945,1974.82,FAILED,Transfer,POS,2026-11-12 10:36:00,partner_feed
TX-00004911,70,795,2300.48,SUCCESS,Transfer,Web,2026-11-21 02:37:00,mobile_app
TX-00004912,22,1044,5782.77,error,USSD,Mobile,2026-09-11 15:09:00,partner_feed
TX-00004913,254,543,4507.77,FAILED,Transfer,Mobile,2026-10-24 06:22:00,mobile_app
TX-00004914,147,1332,3225.96,SUCCESS,Transfer,Mobile,2026-09-07 02:05:00,mobile_app
TX-00004915,301,726,1578.2,SUCCESS,Transfer,Mobile,2026-02-20 08:48:00,partner_feed
TX-00004916,130,1799,3313.29,success,Card,Web,2026-10-14 14:45:00,partner_feed
TX-00004917,215,1142,5071.18,FAILED,Transfer,POS,2026-06-19 13:37:00,mobile_app
TX-00004918,77,47,2470.52,FAILED,Transfer,Web,2026-11-14 12:41:00,mobile_app
TX-00004919,158,1223,5857.96,FAILED,Transfer,POS,2026-01-30 07:34:00,mobile_app
TX-00004920,39,650,5689.47,FAILED,Card,Mobile,2026-02-02 03:17:00,pos_gateway
TX-00004921,319,1205,6849.06,success,Card,Mobile,2026-01-22 15:00:00,switch_api
TX-00004922,436,569,3472.47,success,Transfer,Web,2026-07-27 21:15:00,partner_feed
TX-00004923,372,1037,3998.59,SUCCESS,Card,Mobile,2026-05-11 00:06:00,mobile_app
TX-00004924,135,704,6045.65,SUCCESS,USSD,Web,2026-09-21 00:00:00,partner_feed
TX-00004925,126,701,3728.26,SUCCESS,Card,Mobile,2026-05-14 01:24:00,pos_gateway
TX-00004926,211,881,2320.14,success,USSD,Mobile,2026-12-09 18:50:00,switch_api
TX-00004927,491,76,2382.08,failed,Transfer,POS,2026-11-10 17:39:00,switch_api
TX-00004928,31,1507,3358.59,SUCCESS,Transfer,Mobile,2026-01-26 12:53:00,mobile_app
TX-00004929,216,160,1563.56,success,USSD,Mobile,2026-10-28 04:20:00,partner_feed
TX-00004930,161,165,2774.9,success,USSD,POS,2026-10-31 11:39:00,mobile_app
TX-00004931,111,1534,5157.84,FAILED,Transfer,Web,2026-07-02 21:53:00,partner_feed
TX-00004932,160,1496,996.62,failed,Transfer,Web,2026-01-28 20:28:00,partner_feed
TX-00004933,48,1046,6420.43,FAILED,USSD,Web,2026-12-03 04:03:00,switch_api
TX-00004934,369,946,5224.88,error,Transfer,Web,2026-04-13 04:28:00,partner_feed
TX-00004935,454,302,2368.75,error,Card,Mobile,2026-07-19 08:39:00,mobile_app
TX-00004936,69,756,3911.58,FAILED,Transfer,Mobile,2026-09-17 05:40:00,mobile_app
TX-00004937,270,1315,2985.65,error,Card,Web,2026-01-07 02:35:00,pos_gateway
TX-00004938,120,1417,5513.72,SUCCESS,Card,Mobile,2026-09-13 08:47:00,pos_gateway
TX-00004939,361,381,4872.4,FAILED,Transfer,Web,2026-07-29 01:53:00,switch_api
TX-00004940,143,1717,1480.25,FAILED,USSD,POS,2026-04-25 21:16:00,partner_feed
TX-00004941,469,319,3998.33,success,Transfer,POS,2026-03-05 14:51:00,mobile_app
TX-00004942,111,1794,2689.7,success,USSD,Web,2026-01-25 11:29:00,partner_feed
